Date,TSLA_Close,TSLA_High,TSLA_Low,TSLA_Open,TSLA_Volume,AAPL_Close,AAPL_High,AAPL_Low,AAPL_Open,AAPL_Volume
2026-03-30,355.2799987792969,367.2900085449219,352.1400146484375,365.8599853515625,67954400,246.19065856933594,250.4230956915925,245.07264337813007,249.62453299565456,39446200
2026-03-31,371.75,373.3299865722656,361.0,361.510009765625,75534900,253.33790588378906,255.02489784868362,246.65983587287727,247.4683905467953,49598100
2026-04-01,381.260009765625,383.1400146484375,374.0799865722656,378.6300048828125,58683800,255.1746368408203,255.72364490973627,252.8787309132899,253.6273948962928,40059400
2026-04-02,360.5899963378906,370.2799987792969,359.0299987792969,364.20001220703125,83031200,255.464111328125,255.6737439434535,250.20349485503914,253.74717405681358,31289400
2026-04-06,352.82000732421875,367.7200012207031,346.6400146484375,362.5899963378906,77697600,258.39886474609375,261.6930045642991,256.0031460821725,256.0530752925303,29329900
2026-04-07,346.6499938964844,348.0199890136719,337.239990234375,346.44000244140625,74515400,253.0484161376953,255.7436185540334,245.2623079794448,255.70368128016966,62148000
2026-04-08,343.25,364.5,339.6700134277344,363.7900085449219,78838600,258.4388122558594,259.28730423338584,256.07303883918246,257.9896321241455,41032800
2026-04-09,345.6199951171875,348.8800048828125,337.25,343.1499938964844,62164000,260.0259704589844,260.6548530924392,255.61386101634736,258.5386343954405,28121600
2026-04-10,348.95001220703125,350.3599853515625,342.739990234375,346.2900085449219,51336000,260.0159912109375,261.7229364827484,258.5585701252562,259.5168819122501,31291500
2026-04-13,352.4200134277344,356.3500061035156,348.57000732421875,350.07000732421875,53617500,258.73828125,259.71651601158027,256.2027973984465,259.2673359057164,36234700
2026-04-14,364.20001220703125,367.6300048828125,354.7699890136719,357.6700134277344,59979600,258.3689270019531,261.4634109961452,256.7318642110386,258.7881922504944,48370700
2026-04-15,391.95001220703125,394.6499938964844,362.5,366.8299865722656,113810400,265.95538330078125,266.08515659729386,257.35074355126085,257.7001261657452,49913500
2026-04-16,388.8999938964844,394.05999755859375,381.79998779296875,393.80999755859375,63515100,262.9307861328125,266.68409800240715,260.80457553569033,266.3247234477873,43323100
2026-04-17,400.6199951171875,409.2799987792969,391.6499938964844,395.9200134277344,90640000,269.7486267089844,271.8149160854778,266.24486962975914,266.4844323486072,61436200
2026-04-20,392.5,406.79998779296875,388.3299865722656,402.5799865722656,64603900,272.5635681152344,273.7913879220191,269.80850557942483,269.84841238867654,36590200
2026-04-21,386.4200134277344,393.95001220703125,385.2200012207031,393.0,50530600,265.69586181640625,272.3140256362382,264.9272139873882,271.0163536236942,50209800
2026-04-22,387.510009765625,393.010009765625,385.29998779296875,387.57000732421875,62362800,272.68341064453125,273.2523721409737,266.39461467279705,267.3429346055621,43249200
2026-04-23,373.7200012207031,386.0,368.3900146484375,375.2799987792969,93969500,272.9429016113281,275.2787294551341,271.1660737405759,274.56001085217736,33399600
2026-04-24,376.29998779296875,382.760009765625,370.7300109863281,373.5,62893300,270.5771179199219,272.5735550213531,269.16962610782736,272.2741016414235,38157100
2026-04-27,378.6700134277344,380.7799987792969,364.0199890136719,372.0899963378906,66735800,267.1332702636719,267.88193422863776,264.59781690250213,265.6159889280984,41466800
2026-04-28,376.0199890136719,382.2900085449219,372.5400085449219,374.67999267578125,50864400,270.2277526855469,272.7432830913257,268.181416710472,271.8548539018017,40018900
2026-04-29,372.79998779296875,376.3999938964844,370.0400085449219,375.3999938964844,45384800,269.688720703125,270.55716597281076,266.56429174844374,267.07336249706583,30047900
2026-04-30,381.6300048828125,384.75,368.1700134277344,372.75,51076000,270.86663818359375,275.50834883767226,267.6623648300734,270.018146234023,91848200
2026-05-01,390.82000732421875,397.82000732421875,378.79998779296875,382.489990234375,65338300,279.6409912109375,286.70836594964845,277.8741246788477,278.3632420760759,79915400
2026-05-04,392.510009765625,394.6400146484375,384.79998779296875,390.2300109863281,48765100,276.3368225097656,280.13007120517506,274.3703307853319,279.16179801165765,46668400
2026-05-05,389.3699951171875,402.1199951171875,389.0,395.19000244140625,47780600,283.67376708984375,284.0630869835518,276.00745521106614,276.43668191704,49311700
2026-05-06,398.7300109863281,401.67999267578125,384.0199890136719,386.25,53465400,286.99786376953125,287.5169265187869,280.5693330033821,281.4178249779708,58336100
2026-05-07,411.7900085449219,415.8299865722656,402.1199951171875,407.4800109863281,64294200,286.927978515625,291.6096265406606,285.2709318587503,288.75470528792926,45224300
2026-05-08,428.3500061035156,431.20001220703125,416.3900146484375,416.4800109863281,65050000,292.7974853515625,294.2349225642168,289.48339230776435,289.49338424193445,52692800
2026-05-11,445.0,449.1600036621094,416.79998779296875,422.1600036621094,78376100,292.42779541015625,293.6267735875138,289.979924827367,291.72841688276577,42247300
2026-05-12,433.45001220703125,447.79998779296875,422.260009765625,441.4100036621094,60569300,294.54595947265625,295.0155556946294,292.3078994315659,292.3078994315659,45748100
2026-05-13,445.2699890136719,453.3999938964844,430.2099914550781,436.6700134277344,68283200,298.6124572753906,300.6607090744109,293.24708951115105,293.24708951115105,52684300
2026-05-14,443.29998779296875,451.9800109863281,441.1600036621094,446.489990234375,46070400,297.9530334472656,300.1911240450107,295.12548538387824,299.5616620172475,35324900
2026-05-15,422.239990234375,434.6600036621094,422.0,433.9800109863281,52688700,299.9713134765625,302.93875555297063,296.26448829773227,297.643304079477,54862800
2026-05-18,409.989990234375,421.1300048828125,405.3299865722656,419.2699890136719,52474200,297.5833435058594,300.4009207908792,294.6558756451712,299.98126929450746,34483000
2026-05-19,404.1099853515625,405.6300048828125,393.6300048828125,403.1600036621094,46500600,298.7123718261719,300.2510533099592,296.09463441963413,296.7140952726279,42243600
2026-05-20,417.260009765625,417.4599914550781,406.3900146484375,407.6000061035156,45294700,301.98956298828125,302.5390768782648,297.82314269813475,297.9230626302997,38229800
2026-05-21,417.8500061035156,426.95001220703125,412.8999938964844,422.17999267578125,42636900,304.7271728515625,305.27671719779084,300.1411318265125,300.80056674721834,42965100
2026-05-22,426.010009765625,431.510009765625,420.510009765625,422.6700134277344,46104700,308.55389404296875,311.13165741506583,305.57645096183757,305.85620846339293,43670200
2026-05-26,433.5899963378906,435.20001220703125,426.1199951171875,430.260009765625,45658900,308.0643005371094,311.5513139598484,307.4048960873393,309.29325163060713,48000500
2026-05-27,440.3599853515625,445.6000061035156,435.5199890136719,442.8900146484375,44656500,310.5821533203125,312.9900803339556,308.0343323058515,308.0643052358437,50430900
2026-05-28,442.1000061035156,443.9599914550781,436.29998779296875,437.6199951171875,32435000,312.24072265625,312.5304508120942,309.30325358892543,310.412282475935,48220400
2026-05-29,435.7900085449219,441.07000732421875,428.1400146484375,439.8500061035156,45176800,311.7911071777344,314.7285763294451,309.2632884033746,311.5113496628706,70026800
2026-06-01,415.8800048828125,429.6000061035156,415.42999267578125,427.489990234375,44937900,306.0460510253906,310.67206624496237,304.7571540774977,309.363197507879,48849900
2026-06-02,423.739990234375,424.4200134277344,413.6499938964844,418.2200012207031,37596000,314.92840576171875,315.1781903378333,306.42572903356995,307.1950545511415,44534700
2026-06-03,423.70001220703125,433.6000061035156,416.0,418.70001220703125,44500700,309.9926452636719,316.6668815001487,308.5838566628498,313.9092501546009,50836700
2026-06-04,418.45001220703125,426.3500061035156,417.1600036621094,419.8399963378906,35323300,310.9618225097656,313.26982953176514,309.38316692864953,312.96009909963743,44869100
2026-06-05,391.0,424.67999267578125,388.5899963378906,420.5,63420200,307.0751647949219,314.8984348439246,306.8853260765596,312.5903972939029,65310500
2026-06-08,408.95001220703125,412.94000244140625,394.7200012207031,396.3299865722656,50328800,301.2801818847656,317.1265012321255,300.9105055796523,308.4739595974908,77949100
2026-06-09,396.67999267578125,418.5,384.239990234375,411.0299987792969,59940200,290.29962158203125,300.4908444635933,287.5320194610898,300.0212482417878,70108800
2026-06-10,381.5899963378906,397.0899963378906,380.1499938964844,391.5400085449219,49695600,291.3287353515625,294.4960172141002,287.1323727394638,290.4894628291428,52793300
2026-06-11,399.1499938964844,399.5400085449219,380.6600036621094,388.2799987792969,45324300,295.375244140625,296.7440586571729,289.3404406054596,293.4668864344149,42572500
2026-06-12,406.42999267578125,406.67999267578125,386.760009765625,399.489990234375,63514500,290.879150390625,296.88398158337014,289.3704417369658,295.7749221682621,38742100
2026-06-15,411.1499938964844,416.0,407.1000061035156,412.3699951171875,45620500,296.1645812988281,297.5233947188816,291.4486474146935,293.8665449684006,45732600
2026-06-16,404.6600036621094,412.4200134277344,400.5400085449219,404.1099853515625,40255500,298.9821472167969,300.2210994929347,293.71669913987887,294.99559499590845,39874400
2026-06-17,396.3800048828125,405.94000244140625,393.760009765625,401.5299987792969,43534300,295.6949768066406,301.8096980081642,294.10632015937927,300.59074812548096,42745100
2026-06-18,400.489990234375,402.5199890136719,384.70001220703125,398.1000061035156,58384700,297.7532043457031,300.31099586682666,295.3652492546472,297.8530937792582,85962200
2026-06-22,405.04998779296875,414.75,394.3999938964844,394.8500061035156,47819500,296.75408935546875,302.1594314563154,296.5043047694293,297.05381866220307,44879900
2026-06-23,381.6099853515625,392.8699951171875,379.05999755859375,392.6099853515625,50420200,294.04638671875,301.3800886038737,293.9264950024863,297.2836155142734,52010900
2026-06-24,375.5299987792969,384.5799865722656,373.04998779296875,380.0799865722656,37081400,292.8274230957031,299.4417438827621,292.68755959702736,295.1054570720635,53081900
2026-06-25,375.1199951171875,379.1199951171875,371.2200012207031,375.2699890136719,30138800,274.91290283203125,288.55113481081804,273.5141152813601,287.1523472601469,107013700
2026-06-26,379.7099914550781,387.79998779296875,368.6000061035156,370.1499938964844,53434100,283.53546142578125,285.70360492137456,273.9737007161028,274.7630284991681,261775500
2026-06-29,411.8399963378906,413.2699890136719,379.29998779296875,381.7900085449219,57645800,281.4972229003906,288.12151489662153,279.6088673150861,286.4829438934296,66427000
2026-06-30,420.6000061035156,424.5400085449219,406.0,406.0,43385600,289.11065673828125,289.69017405322865,280.45814550695326,280.9277417485351,65100200
2026-07-01,425.29998779296875,432.8599853515625,418.0899963378906,421.4599914550781,40127900,294.1263427734375,296.33442991747245,288.95081360688545,293.1871503157195,50164200
2026-07-02,393.45001220703125,432.3500061035156,389.29998779296875,428.010009765625,73717700,308.3640441894531,309.15337194761725,293.4269150966668,293.866538367699,75352800
2026-07-06,419.7699890136719,420.0,390.5,397.5,54727900,312.3905944824219,313.9292760509671,306.7354678654279,307.0951430290638,53590000
2026-07-07,402.8999938964844,419.55999755859375,401.8800048828125,416.9599914550781,38149900,310.3923034667969,315.20815732134815,309.88273318392555,315.0183186077797,42490000
2026-07-08,394.05999755859375,399.6300048828125,390.510009765625,399.3800048828125,33844900,313.1199645996094,314.5487250421545,306.7854009831778,311.6412289475945,41323500
2026-07-09,406.54998779296875,407.8599853515625,390.8599853515625,393.989990234375,37835000,315.947509765625,316.2572401947346,307.8944576262147,310.24243869469103,48124500
2026-07-10,407.760009765625,413.1600036621094,402.80999755859375,410.489990234375,33410000,315.0483093261719,316.6369356310425,311.9010296470402,314.4488202226986,34132300
2026-07-13,394.760009765625,405.57000732421875,391.3699951171875,404.6099853515625,32809200,317.03656005859375,323.171283634363,315.5078797345754,316.7468014245228,43257800
2026-07-14,396.17999267578125,402.2200012207031,394.760009765625,399.04998779296875,23385000,314.58868408203125,315.91755515351207,311.64124426456783,313.48965629761443,36336800
2026-07-15,394.4599914550781,406.5899963378906,390.6600036621094,399.3999938964844,31549800,327.2178039550781,328.44675508114506,317.0465830462295,317.34631234952286,60957600
2026-07-16,391.05999755859375,395.30999755859375,385.32000732421875,392.3500061035156,29269100,332.97283935546875,334.3915986652446,326.50841333986017,327.72736328456057,62970600
2026-07-17,380.8399963378906,385.69000244140625,377.2200012207031,381.7799987792969,31394600,333.452392578125,334.7013154010385,328.71648699084636,331.693929977533,63407100
2026-07-20,369.57000732421875,386.6099853515625,369.42999267578125,386.04998779296875,33901500,326.3085632324219,333.4224228207836,323.4010672140761,333.2226134619852,53468000
2026-07-21,378.92999267578125,384.07000732421875,369.9800109863281,371.1700134277344,32735300,327.45758056640625,329.3159936819017,321.94234806189104,322.85156758462244,41338900
2026-07-22,374.010009765625,380.1700134277344,372.8999938964844,375.5299987792969,30646100,325.60919189453125,328.7164973399543,323.0613709608057,327.58746619388995,38755900
2026-07-23,319.69000244140625,342.1099853515625,315.739990234375,341.0,115606400,321.3828430175781,323.0214140443725,319.0748358849152,321.4527900194849,40840800
2026-07-24,313.0299987792969,322.9599914550781,306.510009765625,320.7200012207031,62760000,332.7330322265625,334.0818750563203,321.3428614810286,321.5127284115298,47489400
2026-07-27,309.2200012207031,317.0,304.2799987792969,313.239990234375,44919400,336.61968994140625,339.277401491225,333.73216560461384,334.2517370375488,49604300
2026-07-28,307.44000244140625,311.1600036621094,300.69000244140625,305.92999267578125,39802400,339.78692626953125,342.59453283396704,335.31080637618777,339.73698155301014,51859000
2026-07-29,298.32000732421875,309.05999755859375,297.3800048828125,307.1400146484375,39478000,337.8985900878906,344.2730974331505,337.0593175600121,339.43727163464206,56090800
2026-07-30,308.8500061035156,310.8699951171875,301.3299865722656,302.70001220703125,38005400,333.1426696777344,334.4615395264105,329.30598233808786,332.8129674612056,74817800
2026-07-31,311.2099914550781,315.5,301.9700012207031,309.69000244140625,36630600,308.6438293457031,310.4222943774597,299.7415030462749,304.54735603914753,132489100
2026-08-03,322.0799865722656,324.6499938964844,310.42999267578125,310.9599914550781,38281400,303.1585693359375,311.5313230344714,302.29929450581176,309.313234694189,75052000
2026-08-04,327.3500061035156,329.57000732421875,320.7900085449219,324.0,33318300,309.1134033203125,310.1525156602479,301.0603512911937,302.46913991298527,68001000
2026-08-05,321.54998779296875,327.1400146484375,320.2799987792969,323.4200134277344,27820800,310.7320251464844,311.4414048335362,305.40663118634393,309.09342362565195,49438800
2026-08-06,319.5299987792969,323.0,315.5199890136719,317.04998779296875,26033800,312.14080810546875,316.0174696892129,308.96355554648414,314.06913775686996,46139900
2026-08-07,328.5799865722656,333.7300109863281,321.25,322.3399963378906,39492300,313.05999755859375,314.53873325457766,310.47223295908327,311.1816431226555,34437200
2026-08-10,330.8800048828125,332.04998779296875,326.1499938964844,326.6000061035156,25003800,308.260009765625,308.260009765625,304.6099853515625,306.8299865722656,44812500
2026-08-11,332.80999755859375,336.20001220703125,329.5299987792969,332.79998779296875,23345200,304.9100036621094,309.9700012207031,302.7900085449219,307.75,37476700
2026-08-12,327.510009765625,335.5,323.6400146484375,335.0,28698900,302.25,305.6600036621094,300.57000732421875,305.1000061035156,41657800
2026-08-13,339.9599914550781,341.6400146484375,325.239990234375,327.20001220703125,34708300,305.260009765625,306.0,302.04998779296875,304.2099914550781,40349300
2026-08-14,342.2699890136719,351.260009765625,335.3299865722656,342.3299865722656,45375100,305.92999267578125,307.489990234375,304.29998779296875,306.0,28186700
2026-08-17,339.2799987792969,343.1000061035156,337.489990234375,340.69000244140625,16125696,304.7099914550781,307.6600036621094,302.9389953613281,306.2099914550781,19905727
