Date,GOOGL_Close,GOOGL_High,GOOGL_Low,GOOGL_Open,GOOGL_Volume,MSFT_Close,MSFT_High,MSFT_Low,MSFT_Open,MSFT_Volume
2026-02-27,311.354736328125,311.9639287272481,303.4050620118916,303.7446468483449,44640600,391.8912048339844,395.9624042352165,389.0374004516944,390.03523926255787,51367200
2026-03-02,306.12152099609375,308.0889612664211,300.908305641281,302.83581985466094,34790200,397.6886291503906,400.32293811697235,389.78576315389057,392.01092411942045,35474900
2026-03-03,303.1853332519531,303.5448811012492,296.3242691134317,298.2018299939976,35497000,403.0570068359375,405.82103971635513,391.82136299902305,392.2903484387299,38199200
2026-03-04,302.7359619140625,305.07291645770977,300.3590508331652,302.49628364637806,29536200,404.32427978515625,410.14166638677375,399.44483360720756,400.4027502952161,35808000
2026-03-05,300.4888916015625,302.90572878105803,297.60263367704704,302.6460874794852,35752300,409.79241943359375,410.72040218284053,403.525993165685,403.54596943015656,39001300
2026-03-06,298.1319274902344,300.1393243405422,294.7962729857715,295.7050936872067,25576900,408.0761413574219,412.1572983375802,407.6271321747383,408.31564337314285,31123900
2026-03-09,306.1770935058594,306.6168332730834,293.9044256827884,294.1842573074437,29312100,408.5251770019531,409.3234358422322,402.62794618065146,404.044890641513,30131900
2026-03-10,306.8567199707031,309.3252467158022,305.3875962722132,305.98724420005084,23239700,404.8830871582031,409.31349393117443,402.05918625996463,409.1438479339772,31706400
2026-03-11,308.5157470703125,311.23412470378855,305.7374076911934,306.56689883882945,24125700,404.0049743652344,408.1260534422115,400.7220762180728,404.6934855668013,25512100
2026-03-12,303.3687744140625,308.7555713296518,300.8502897843219,306.636841807898,24928300,400.9914855957031,405.2422886286942,400.84181586601125,403.7555185610488,27263900
2026-03-13,302.09954833984375,307.50632242162294,300.26065041451466,306.8267356773544,23693100,394.69512939453125,403.9251383935716,393.3979511212616,400.13336309353434,26848000
2026-03-16,305.3775939941406,306.3070315122431,302.8391017033621,304.16832484157635,23519700,399.08563232421875,399.7641553863696,393.9367805641587,397.209690545171,27733700
2026-03-17,310.7344055175781,311.2341070358109,305.3176276402165,305.67739809365116,21955200,398.5467834472656,403.5259891234105,396.8903674487218,399.4049101655112,26228300
2026-03-18,307.5063171386719,312.28346234614037,306.74676108497374,309.0853604878573,20009800,390.9432678222656,397.13983817793417,390.1549666521916,396.271723303423,25908500
2026-03-19,306.9466552734375,307.8760927647981,302.16951004441273,303.8285227221892,25075800,388.1792297363281,391.6417315076428,386.2234742615233,389.2569126674818,25138800
2026-03-20,300.8203125,305.8173276578073,298.0919312440676,305.2776414809433,44364100,381.0447082519531,386.16362631018524,379.29849030352204,385.95408868282834,50853200
2026-03-23,301.87969970703125,305.7973733016039,300.75036931754545,301.92965766257777,29326900,382.1722717285156,386.3731646745857,380.85511716508233,383.07032058481127,29680100
2026-03-24,290.2666320800781,299.7409842283802,290.15668188195673,299.02141279307426,36864300,371.9344177246094,381.6434000325674,371.04635704379217,381.53362193174286,42733600
2026-03-25,290.7563171386719,295.82329783701033,289.0673235725591,293.2648285118823,29460700,370.2381286621094,376.2451074667104,368.831172255135,376.10542586510894,31181200
2026-03-26,280.7523193359375,287.7781215852462,278.33375052565475,287.7381369232671,39080600,365.1790771484375,373.9101668945663,364.4007640805619,370.01860155518807,36836600
2026-03-27,274.1762390136719,279.203235317384,273.7864876697142,277.1144865271076,35890600,355.9989318847656,361.6666793192034,355.73951450811694,361.11784971721505,37883400
2026-03-30,273.33673095703125,276.9245842043685,271.9475460941929,276.2550012483934,35141200,358.1842041015625,364.5703662773937,355.51000344849933,361.1178525849577,44797000
2026-03-31,287.3883361816406,287.9080147834651,276.9245851168754,277.87403020607053,43875400,369.3699951171875,372.09407550142714,362.28533367877645,363.7621155862403,45244400
2026-04-01,297.2124938964844,300.34059988895723,290.23664948178913,290.6663854824321,37684500,368.57171630859375,373.1817267376728,367.4042619540212,372.682807332766,29417200
2026-04-02,295.59344482421875,297.90206355243157,289.2772403921399,290.5164904801884,21666500,372.6528625488281,372.83249667260446,363.3629859357669,366.41637016886637,24099100
2026-04-06,299.8109130859375,300.4405418912755,295.0037868253031,295.69337737406744,16945500,372.0741271972656,372.92229624611906,368.70142726638517,372.682794233078,16146600
2026-04-07,305.27764892578125,305.4475608650088,297.5422790326475,302.54929810267237,23205400,371.48541259765625,371.64507045865594,365.7677853538718,369.5396147715723,21443300
2026-04-08,317.1305847167969,321.88772251879675,314.8319393907938,320.25872115869026,33547100,373.52099609375,384.167949815935,370.6073237610428,384.148004001906,33064800
2026-04-09,318.29986572265625,319.3492572184689,310.8743084256086,315.72141928886384,23739200,372.26373291015625,372.6927962909368,366.2567237727329,371.6949574789129,30435300
2026-04-10,317.0506286621094,321.6378852163977,316.1311948927162,319.8289680511782,19152600,370.0684814453125,374.8281921461914,369.23030048358606,372.17393720824543,28111100
2026-04-13,321.1181945800781,321.43801087893695,315.28168437302884,316.9507009019676,18866400,383.539306640625,383.70895264062807,370.2181521550117,372.8025510733858,35745800
2026-04-14,332.7112731933594,333.09105123243734,323.5567375910905,324.59612530340485,27721400,392.2604064941406,393.83700889302276,385.684652281273,387.0816509997633,37504500
2026-04-15,336.91876220703125,337.278563176308,330.70247381548376,332.69130668872015,24918800,410.3312683105469,413.47445440771634,395.8725939925935,397.1398382929036,45063400
2026-04-16,335.81939697265625,339.67710854893676,334.3202924195682,338.5477782390461,20541500,419.35174560546875,419.9105328997013,411.2492993874727,418.95258572248235,41642400
2026-04-17,341.4760437011719,342.1156763245155,336.0392884001999,337.4484504303517,25581900,421.87628173828125,430.64726300981,419.78081413338697,423.9018933176335,48568200
2026-04-20,337.2185974121094,341.1962021124509,336.40905286572576,340.55660000710446,18784200,417.1664733886719,422.4150847565369,415.40027922801784,420.2398034863272,27582200
2026-04-21,332.0916442871094,339.13742351057505,331.1522029907326,337.48841459650436,23123800,423.2433166503906,426.25677891783357,416.2983670043314,419.33177508554746,32048500
2026-04-22,339.1174621582031,339.6171637007564,334.96994545488326,336.818816762841,20293000,431.984375,432.7626880248645,422.7543663498755,425.2689090952171,29378200
2026-04-23,338.6877136230469,341.7558578013153,335.97930940305434,340.9763246437424,18650300,414.8514709472656,422.7443793162959,410.5208543154444,418.9825380949446,38308000
2026-04-24,344.19439697265625,345.06387272769797,335.1897964239415,338.5277988797623,26426100,423.7023010253906,424.0316048781353,414.9013556123021,416.0688403922519,27457400
2026-04-27,350.130859375,352.9691603649003,342.5254168368208,345.77347673538645,28576900,423.9018859863281,426.1869149113369,416.1686352924954,421.46715688013995,30867300
2026-04-28,349.5711975097656,352.20963620070955,345.91337868788094,348.34192077884484,27824100,428.3222961425781,428.99086152362304,420.9881750222059,423.6524179624475,30438100
2026-04-29,349.7311096191406,355.5776236260777,344.0045190996302,347.36252924438134,35376300,423.5426330566406,425.8975483734993,419.38166246548025,423.6623688360089,38288300
2026-04-30,384.5702819824219,385.6096696957082,365.60163158627074,373.8467067603946,72040000,406.8987121582031,413.5243765293071,397.1498378648014,409.92216255995794,70909400
2026-05-01,385.45977783203125,386.52914645154755,378.82372671588394,381.4022037517389,30105200,413.5443115234375,416.2085240460113,409.5529563541748,411.9078412872606,31372400
2026-05-04,383.0212097167969,387.14874909409923,379.56328378663693,385.39979379858875,26298600,412.72607421875,419.87060358807366,409.91216153093814,410.6505829404435,28066500
2026-05-05,388.1981201171875,392.58551415458055,383.79074899852696,385.99945170269467,23878600,410.4909362792969,415.8792597859335,407.916495085617,414.42242364358015,25700900
2026-05-06,397.8023986816406,399.61131576273664,392.52555179602564,394.0146525811788,31308500,413.0653381347656,417.51572107575487,404.23445872829495,407.11822745622237,30285900
2026-05-07,397.7524108886719,399.8611671879692,392.4455831227277,399.6812819584635,24433500,419.8606262207031,427.05506598481406,417.8549909144547,419.2020489501835,34942400
2026-05-08,400.56072998046875,401.76002583943523,396.1233780013978,396.7630105926761,21461800,414.22283935546875,417.7252633012779,413.105264767488,416.48795292910256,33383800
2026-05-11,388.40802001953125,397.2027547509894,388.23810807955056,393.41500861238904,30753700,411.7681579589844,411.79809190456297,404.6236285818644,406.9885016374445,35657900
2026-05-12,387.1187744140625,388.28805889354703,382.541491402114,387.10877062384725,26017500,406.8887023925781,414.6020070114768,405.76117016707224,413.58422243338293,38594200
2026-05-13,402.3796691894531,403.4590416115898,384.77019153718186,385.3698394939953,28144600,404.3342590332031,405.4318878236479,400.1633000811369,402.3286237155428,29667100
2026-05-14,400.8305969238281,402.6894719958145,395.6037078837972,397.04285074569174,21136700,408.5451354980469,410.94993067744383,400.013625877668,403.6058516736889,27077500
2026-05-15,396.54315185546875,399.30151410906007,392.9452946767326,396.0834349796574,20309700,421.0081481933594,427.24464052002446,412.01761111071977,413.3746572242232,50771200
2026-05-18,396.70306396484375,408.36608091552193,394.29449886421145,395.4538101055549,26837200,422.6246643066406,424.2012362508279,414.7117792841577,415.71960624154525,32564100
2026-05-19,387.4285888671875,396.91291402359946,385.8794958446922,396.72302500471704,39545700,416.51788330078125,431.7648588737268,415.58987007798993,428.9708919761278,33018700
2026-05-20,388.6778564453125,393.62488340369265,382.6714341601505,387.4685872554011,31744400,420.1499938964844,421.18775475321456,410.4110776678385,413.2749005432513,27864000
2026-05-21,387.4285888671875,392.2656959548347,382.7913440893277,385.46976743485186,24852800,419.0899963378906,426.3399963378906,415.7099914550781,424.75,31393500
2026-05-22,382.74139404296875,388.5079387636157,381.54209816202837,387.1187843592316,20442100,418.57000732421875,424.3999938964844,416.3299865722656,419.5400085449219,22390300
2026-05-26,388.6478576660156,389.0276356997364,382.3716078175452,384.2804712769477,27747400,416.0299987792969,419.7699890136719,413.0199890136719,416.42999267578125,30398000
2026-05-27,388.5978698730469,393.64487351491664,385.66962629134815,386.4391861502527,23087300,412.6700134277344,415.94000244140625,409.5799865722656,411.010009765625,28901500
2026-05-28,389.8971252441406,391.6360768291116,384.9300907577927,387.76839182151133,24357500,426.989990234375,429.489990234375,412.6700134277344,412.9800109863281,47250500
2026-05-29,380.1129455566406,385.0100143138995,378.2340629764561,385.0100143138995,44415800,450.239990234375,450.3299865722656,432.3599853515625,432.54998779296875,79654400
2026-06-01,376.14532470703125,378.3340198477676,373.2970198869562,376.2952290661171,28672100,460.5199890136719,466.32000732421875,458.2699890136719,464.8399963378906,53628900
2026-06-02,361.6340026855469,373.31702687507857,358.2260345973877,366.371163421305,50412300,441.30999755859375,453.5,440.42999267578125,446.8800048828125,37036800
2026-06-03,358.77569580078125,366.2312646097652,357.8662353535933,361.81388965190393,55441600,427.3399963378906,440.3900146484375,424.25,438.45001220703125,39037000
2026-06-04,371.96783447265625,373.0271992966173,357.99616844622375,358.68575901079333,44055500,428.04998779296875,436.1499938964844,426.4100036621094,435.80999755859375,26899500
2026-06-05,368.30999755859375,371.8578661166277,363.90262653478294,366.1213024821565,37471200,416.6700134277344,429.4700012207031,414.3999938964844,428.3399963378906,34782200
2026-06-08,363.30999755859375,366.20001220703125,360.5299987792969,365.17999267578125,27942500,411.739990234375,417.1600036621094,408.55999755859375,414.1400146484375,32086700
2026-06-09,364.260009765625,372.0799865722656,357.29998779296875,367.0899963378906,29535100,403.4100036621094,411.9800109863281,398.4800109863281,409.0299987792969,35317300
2026-06-10,356.3800048828125,368.55999755859375,355.20001220703125,363.19000244140625,32357100,397.3599853515625,405.0400085449219,397.1600036621094,398.54998779296875,32576000
2026-06-11,357.7699890136719,358.79998779296875,346.3599853515625,355.92999267578125,35538200,390.3399963378906,396.8500061035156,384.0,395.2099914550781,47224100
2026-06-12,359.67999267578125,366.57000732421875,354.94000244140625,362.6199951171875,24704600,390.739990234375,391.739990234375,382.2699890136719,391.42999267578125,34865800
2026-06-15,369.3500061035156,372.989990234375,366.54998779296875,367.92999267578125,27727500,399.760009765625,401.75,392.8500061035156,396.79998779296875,32266400
2026-06-16,373.25,376.0,367.05999755859375,369.6000061035156,24876100,393.8299865722656,396.8399963378906,390.69000244140625,395.7900085449219,31506800
2026-06-17,363.7900085449219,372.3299865722656,362.0199890136719,369.1300048828125,24543600,378.9100036621094,390.3699951171875,377.32000732421875,390.25,41987800
2026-06-18,368.0299987792969,369.4800109863281,358.6700134277344,365.75,44470100,379.3999938964844,381.3699951171875,373.2799987792969,377.82000732421875,59714200
2026-06-22,349.67999267578125,358.9200134277344,341.7200012207031,357.95001220703125,52814800,367.3399963378906,381.6300048828125,367.07000732421875,375.739990234375,45171100
2026-06-23,346.1300048828125,349.2900085449219,340.20001220703125,340.69000244140625,34007700,373.94000244140625,377.2200012207031,370.6700134277344,372.3800048828125,40647600
2026-06-24,345.2900085449219,353.4800109863281,341.92999267578125,349.0400085449219,44997300,365.4599914550781,378.8800048828125,364.7799987792969,371.57000732421875,44509900
2026-06-25,343.7099914550781,345.57000732421875,335.8399963378906,336.7300109863281,44491400,352.8299865722656,364.2300109863281,349.20001220703125,362.7699890136719,66179000
2026-06-26,337.3900146484375,346.3599853515625,330.20001220703125,342.54998779296875,114706300,372.9700012207031,376.6099853515625,355.42999267578125,357.1499938964844,186201600
2026-06-29,353.6499938964844,354.3500061035156,340.6700134277344,341.8299865722656,34213900,368.57000732421875,380.5,359.8999938964844,377.5,51229900
2026-06-30,357.3699951171875,358.6199951171875,350.3999938964844,353.8699951171875,35237200,373.0199890136719,374.1499938964844,367.45001220703125,371.0299987792969,44945700
2026-07-01,361.2099914550781,362.9700012207031,356.42999267578125,358.3699951171875,26736400,384.2799987792969,388.8299865722656,374.8900146484375,380.8299865722656,48065800
2026-07-02,359.9100036621094,364.2099914550781,353.4200134277344,359.4800109863281,25974800,390.489990234375,392.20001220703125,383.70001220703125,384.4800109863281,42128900
2026-07-06,366.4599914550781,367.92999267578125,357.3800048828125,361.54998779296875,26915800,386.739990234375,389.1499938964844,381.2200012207031,387.0400085449219,34224500
2026-07-07,367.0299987792969,373.1600036621094,365.5,369.07000732421875,24045600,388.8399963378906,395.57000732421875,388.2200012207031,392.489990234375,29297500
2026-07-08,361.9200134277344,367.8399963378906,358.0199890136719,364.760009765625,22094800,383.3399963378906,385.30999755859375,381.3299865722656,384.0299987792969,25908300
2026-07-09,358.8900146484375,359.6499938964844,351.0799865722656,354.30999755859375,24729100,384.3599853515625,384.6499938964844,373.3500061035156,374.45001220703125,31083200
2026-07-10,357.17999267578125,357.82000732421875,352.75,357.5299987792969,18146100,385.1000061035156,391.9100036621094,381.5,387.79998779296875,24644600
2026-07-13,352.510009765625,358.1300048828125,351.75,356.19000244140625,15901700,390.989990234375,393.6499938964844,384.1499938964844,387.75,28914900
2026-07-14,359.510009765625,360.1600036621094,351.0899963378906,351.20001220703125,18259400,384.92999267578125,388.19000244140625,378.6499938964844,382.82000732421875,27863900
2026-07-15,370.9200134277344,373.6499938964844,357.760009765625,357.9700012207031,28284600,395.6300048828125,398.9599914550781,386.3999938964844,387.79998779296875,36253700
2026-07-16,354.4599914550781,375.2699890136719,352.29998779296875,373.05999755859375,41158500,401.1000061035156,405.989990234375,392.04998779296875,398.30999755859375,37047400
2026-07-17,346.7699890136719,348.5199890136719,341.3599853515625,346.0,29959300,393.82000732421875,398.3900146484375,389.3900146484375,394.8599853515625,33049800
2026-07-20,351.989990234375,359.67999267578125,350.5199890136719,350.8800048828125,24736600,402.2900085449219,403.17999267578125,389.6499938964844,391.4100036621094,27915800
2026-07-21,347.1499938964844,351.32000732421875,347.0,351.32000732421875,23369800,397.75,401.4700012207031,396.32000732421875,398.80999755859375,24126600
2026-07-22,342.0899963378906,349.94000244140625,341.7300109863281,348.1600036621094,39334100,390.3399963378906,401.0,386.9599914550781,399.5799865722656,28142500
2026-07-23,317.69000244140625,324.489990234375,314.8999938964844,321.1300048828125,69419700,381.5799865722656,391.7799987792969,377.3900146484375,389.9700012207031,30351800
2026-07-24,319.739990234375,324.17999267578125,317.32000732421875,318.4200134277344,31806600,381.70001220703125,389.0299987792969,380.6499938964844,387.04998779296875,27659400
2026-07-27,326.55999755859375,330.4200134277344,324.45001220703125,325.0400085449219,28471600,389.1000061035156,394.20001220703125,387.989990234375,390.0799865722656,27856200
2026-07-28,333.7099914550781,335.8800048828125,324.44000244140625,327.8999938964844,29511900,393.3500061035156,400.32000732421875,391.29998779296875,393.1600036621094,32367500
2026-07-29,336.7099914550781,342.5,331.6199951171875,334.6700134277344,27501600,390.5400085449219,401.25,388.739990234375,393.3999938964844,47209000
2026-07-30,333.6600036621094,336.510009765625,330.3399963378906,334.20001220703125,30168000,451.1000061035156,458.69000244140625,432.44000244140625,437.8999938964844,110160700
2026-07-31,356.1300048828125,358.5799865722656,340.0,340.8299865722656,46498000,464.7200012207031,466.8399963378906,449.3299865722656,450.0,60846000
2026-08-03,373.510009765625,376.69000244140625,363.3500061035156,365.45001220703125,38669700,487.6499938964844,491.6499938964844,475.0,476.1300048828125,66762100
2026-08-04,377.6499938964844,380.5199890136719,367.5,368.2200012207031,35705700,492.80999755859375,499.44000244140625,479.1700134277344,480.8999938964844,50455500
2026-08-05,362.42999267578125,384.4800109863281,356.7699890136719,383.3399963378906,46926300,487.4599914550781,498.239990234375,485.67999267578125,496.3599853515625,33388900
2026-08-06,357.75,364.1300048828125,356.8800048828125,360.7699890136719,25235900,499.8599853515625,501.55999755859375,488.5199890136719,488.54998779296875,36441500
2026-08-07,354.29998779296875,358.8999938964844,353.7799987792969,356.7200012207031,19859900,499.989990234375,505.17999267578125,498.7300109863281,499.2099914550781,28846200
2026-08-10,357.5199890136719,357.6099853515625,352.7099914550781,355.17999267578125,18991400,506.05999755859375,513.72998046875,502.2699890136719,503.44000244140625,31206100
2026-08-11,343.79998779296875,356.80999755859375,343.3900146484375,355.8900146484375,29081800,503.80999755859375,505.3299865722656,499.54998779296875,504.3299865722656,23049800
2026-08-12,343.5400085449219,346.4800109863281,340.8800048828125,346.30999755859375,25012000,492.42999267578125,501.5,491.5199890136719,499.989990234375,29001500
2026-08-13,346.3599853515625,347.92999267578125,343.760009765625,345.7699890136719,17866100,496.8800048828125,501.3399963378906,493.010009765625,493.2699890136719,23039000
2026-08-14,345.8999938964844,350.45001220703125,344.5,346.79998779296875,17753300,495.3999938964844,500.010009765625,493.9200134277344,496.3599853515625,16205200
2026-08-17,344.0,347.25,341.92999267578125,346.260009765625,18214810,480.3500061035156,492.6600036621094,478.4100036621094,490.1400146484375,28250867
